country_name,date,daily_cases,pct_of_peak
India,2021-08-25,137659,2.91
India,2021-08-26,136742,2.89
India,2021-08-27,139693,2.96
India,2021-08-28,133956,2.83
India,2021-08-29,118873,2.52
India,2021-08-30,103653,2.19
India,2021-08-31,134113,2.84
India,2021-09-01,138316,2.93
India,2021-09-02,134892,2.85
India,2021-09-03,129130,2.73
India,2021-09-04,125151,2.65
India,2021-09-05,111606,2.36
India,2021-09-06,99388,2.1
India,2021-09-07,120662,2.55
India,2021-09-08,131616,2.79
India,2021-09-09,91524,1.94
India,2021-09-10,114412,2.42
India,2021-09-11,99679,2.11
India,2021-09-12,98589,2.09
India,2021-09-13,86050,1.82
India,2021-09-14,95417,2.02
India,2021-09-15,105020,2.22
India,2021-09-16,114901,2.43
India,2021-09-17,111640,2.36
India,2021-09-18,102605,2.17
India,2021-09-19,98004,2.07
India,2021-09-20,86945,1.84
India,2021-09-21,96633,2.04
India,2021-09-22,105390,2.23
India,2021-09-23,102507,2.17
India,2021-09-24,97535,2.06
India,2021-09-25,92513,1.96
India,2021-09-26,83213,1.76
India,2021-09-27,58991,1.25
India,2021-09-28,77480,1.64
India,2021-09-29,83210,1.76
India,2021-09-30,89109,1.89
India,2021-10-01,80983,1.71
India,2021-10-02,77596,1.64
India,2021-10-03,72168,1.53
India,2021-10-04,63476,1.34
India,2021-10-05,70784,1.5
India,2021-10-06,76792,1.63
India,2021-10-07,73088,1.55
India,2021-10-08,68281,1.44
India,2021-10-09,64446,1.36
India,2021-10-10,62907,1.33
India,2021-10-11,52773,1.12
India,2021-10-12,61526,1.3
India,2021-10-13,65810,1.39
India,2021-10-14,60579,1.28
India,2021-10-15,56910,1.2
India,2021-10-16,52402,1.11
India,2021-10-17,52273,1.11
India,2021-10-18,49863,1.06
India,2021-10-19,58696,1.24
India,2021-10-20,63043,1.33
India,2021-10-21,58251,1.23
India,2021-10-22,59001,1.25
India,2021-10-23,56863,1.2
India,2021-10-24,52463,1.11
India,2021-10-25,47726,1.01
India,2021-10-26,53604,1.13
India,2021-10-27,57610,1.22
India,2021-10-28,53416,1.13
India,2021-10-29,52019,1.1
India,2021-10-30,48965,1.04
India,2021-10-31,-3038937,-64.31
India,2021-11-01,63019,1.33
India,2021-11-02,37843,0.8
India,2021-11-03,39879,0.84
India,2021-11-04,-95740,-2.03
India,2021-11-05,146743,3.11
India,2021-11-06,-41361,-0.88
India,2021-11-07,-13825,-0.29
India,2021-11-08,146779,3.11
India,2021-11-09,68682,1.45
India,2021-11-10,40493,0.86
India,2021-11-11,38105,0.81
India,2021-11-12,36122,0.76
India,2021-11-13,34248,0.72
India,2021-11-14,21449,0.45
India,2021-11-15,38998,0.83
India,2021-11-16,33731,0.71
India,2021-11-17,36215,0.77
India,2021-11-18,33834,0.72
India,2021-11-19,32686,0.69
India,2021-11-20,-12290,-0.26
India,2021-11-21,32440,0.69
India,2021-11-22,47576,1.01
India,2021-11-23,29178,0.62
India,2021-11-24,30269,0.64
India,2021-11-25,29212,0.62
India,2021-11-26,6419,0.14
India,2021-11-27,49701,1.05
India,2021-11-28,7068,0.15
India,2021-11-29,42913,0.91
India,2021-11-30,29354,0.62
India,2021-12-01,19274,0.41
India,2021-12-02,39221,0.83
India,2021-12-03,27550,0.58
India,2021-12-04,27601,0.58
India,2021-12-05,16221,0.34
India,2021-12-06,32732,0.69
India,2021-12-07,27941,0.59
India,2021-12-08,28872,0.61
India,2021-12-09,26427,0.56
India,2021-12-10,25371,0.54
India,2021-12-11,16937,0.36
India,2021-12-12,29962,0.63
India,2021-12-13,20212,0.43
India,2021-12-14,23605,0.5
India,2021-12-15,25105,0.53
India,2021-12-16,23673,0.5
India,2021-12-17,23157,0.49
India,2021-12-18,15871,0.34
India,2021-12-19,17664,0.37
India,2021-12-20,28012,0.59
India,2021-12-21,21793,0.46
India,2021-12-22,23293,0.49
India,2021-12-23,22186,0.47
India,2021-12-24,13098,0.28
India,2021-12-25,159,0.0
India,2021-12-26,43188,0.91
India,2021-12-27,23245,0.49
India,2021-12-28,32521,0.69
India,2021-12-29,23065,0.49
India,2021-12-30,85716,1.81
India,2021-12-31,49394,1.05
India,2022-01-01,98450,2.08
India,2022-01-02,88701,1.88
India,2022-01-03,149138,3.16
India,2022-01-04,197212,4.17
India,2022-01-05,280235,5.93
India,2022-01-06,350528,7.42
India,2022-01-07,412427,8.73
India,2022-01-08,460130,9.74
India,2022-01-09,487113,10.31
India,2022-01-10,489785,10.36
India,2022-01-11,578361,12.24
India,2022-01-12,708265,14.99
India,2022-01-13,732936,15.51
India,2022-01-14,748104,15.83
India,2022-01-15,732302,15.5
India,2022-01-16,690505,14.61
India,2022-01-17,724020,15.32
India,2022-01-18,828026,17.52
India,2022-01-19,917780,19.42
India,2022-01-20,967198,20.47
India,2022-01-21,949974,20.1
India,2022-01-22,864695,18.3
India,2022-01-23,866839,18.34
India,2022-01-24,751376,15.9
India,2022-01-25,812278,17.19
India,2022-01-26,781730,16.54
India,2022-01-27,700526,14.82
India,2022-01-28,671712,14.21
India,2022-01-29,641857,13.58
India,2022-01-30,560554,11.86
India,2022-01-31,469946,9.94
India,2022-02-01,472946,10.01
India,2022-02-02,471900,9.99
India,2022-02-03,405613,8.58
India,2022-02-04,346314,7.33
India,2022-02-05,284427,6.02
India,2022-02-06,225284,4.77
India,2022-02-07,197047,4.17
India,2022-02-08,200972,4.25
India,2022-02-09,186061,3.94
India,2022-02-10,155832,3.3
India,2022-02-11,140129,2.97
India,2022-02-12,119361,2.53
India,2022-02-13,93174,1.97
India,2022-02-14,82287,1.74
India,2022-02-15,89731,1.9
India,2022-02-16,85528,1.81
India,2022-02-17,72988,1.54
India,2022-02-18,64091,1.36
India,2022-02-19,54998,1.16
India,2022-02-20,46281,0.98
India,2022-02-21,41521,0.88
India,2022-02-22,45444,0.96
India,2022-02-23,41991,0.89
India,2022-02-24,38143,0.81
India,2022-02-25,34435,0.73
India,2022-02-26,29772,0.63
India,2022-02-27,24981,0.53
India,2022-02-28,22715,0.48
India,2022-03-01,23539,0.5
India,2022-03-02,21667,0.46
India,2022-03-03,20978,0.44
India,2022-03-04,19822,0.42
India,2022-03-05,17727,0.38
India,2022-03-06,14997,0.32
India,2022-03-07,14924,0.32
India,2022-03-08,15969,0.34
India,2022-03-09,15099,0.32
India,2022-03-10,14660,0.31
India,2022-03-11,13078,0.28
India,2022-03-12,-16563,-0.35
India,2022-03-13,38984,0.82
India,2022-03-14,10935,0.23
India,2022-03-15,11389,0.24
India,2022-03-16,10774,0.23
India,2022-03-17,10281,0.22
India,2022-03-18,9208,0.19
India,2022-03-19,8438,0.18
India,2022-03-20,8117,0.17
India,2022-03-21,8162,0.17
India,2022-03-22,8831,0.19
India,2022-03-23,8758,0.19
India,2022-03-24,8332,0.18
India,2022-03-25,8178,0.17
India,2022-03-26,7516,0.16
India,2022-03-27,7229,0.15
India,2022-03-28,7071,0.15
India,2022-03-29,7083,0.15
India,2022-03-30,7204,0.15
India,2022-03-31,7296,0.15
India,2022-04-01,6995,0.15
India,2022-04-02,-21736,-0.46
India,2022-04-03,34403,0.73
India,2022-04-04,6185,0.13
India,2022-04-05,-21608,-0.46
India,2022-04-06,6630,0.14
India,2022-04-07,6757,0.14
India,2022-04-08,34988,0.74
India,2022-04-09,6431,0.14
India,2022-04-10,-22217,-0.47
India,2022-04-11,34371,0.73
India,2022-04-12,6606,0.14
India,2022-04-13,6870,0.15
India,2022-04-14,6615,0.14
India,2022-04-15,-21543,-0.46
India,2022-04-16,36228,0.77
India,2022-04-17,7317,0.15
India,2022-04-18,8009,0.17
India,2022-04-19,9062,0.19
India,2022-04-20,9619,0.2
India,2022-04-21,9852,0.21
India,2022-04-22,9980,0.21
India,2022-04-23,9991,0.21
India,2022-04-24,9879,0.21
India,2022-04-25,10219,0.22
India,2022-04-26,11447,0.24
India,2022-04-27,11933,0.25
India,2022-04-28,12438,0.26
India,2022-04-29,12219,0.26
India,2022-04-30,11415,0.24
India,2022-05-01,10754,0.23
India,2022-05-02,-17850,-0.38
India,2022-05-03,40386,0.85
India,2022-05-04,11286,0.24
India,2022-05-05,13696,0.29
India,2022-05-06,11570,0.24
India,2022-05-07,11657,0.25
India,2022-05-08,12193,0.26
India,2022-05-09,10163,0.22
India,2022-05-10,11140,0.24
India,2022-05-11,10794,0.23
India,2022-05-12,11045,0.23
India,2022-05-13,10465,0.22
India,2022-05-14,-845,-0.02
India,2022-05-15,-19751,-0.42
India,2022-05-16,37049,0.78
India,2022-05-17,3327,0.07
India,2022-05-18,-15223,-0.32
India,2022-05-19,38396,0.81
India,2022-05-20,11685,0.25
India,2022-05-21,-19083,-0.4
India,2022-05-22,38243,0.81
India,2022-05-23,8697,0.18
India,2022-05-24,10505,0.22
India,2022-05-25,-17643,-0.37
India,2022-05-26,38762,0.82
India,2022-05-27,-17257,-0.37
India,2022-05-28,10802,0.23
India,2022-05-29,41107,0.87
India,2022-05-30,10503,0.22
India,2022-05-31,13256,0.28
India,2022-06-01,14864,0.31
India,2022-06-02,14857,0.31
India,2022-06-03,11514,0.24
India,2022-06-04,-177459,-3.76
India,2022-06-05,206374,4.37
India,2022-06-06,19949,0.42
India,2022-06-07,17210,0.36
India,2022-06-08,-4777,-0.1
India,2022-06-09,28086,0.59
India,2022-06-10,19747,0.42
India,2022-06-11,15562,0.33
India,2022-06-12,72853,1.54
India,2022-06-13,20165,0.43
India,2022-06-14,29167,0.62
India,2022-06-15,46866,0.99
India,2022-06-16,39124,0.83
India,2022-06-17,35082,0.74
India,2022-06-18,28300,0.6
India,2022-06-19,49421,1.05
India,2022-06-20,32551,0.69
India,2022-06-21,41070,0.87
India,2022-06-22,43763,0.93
India,2022-06-23,49383,1.05
India,2022-06-24,38940,0.82
India,2022-06-25,9575,0.2
India,2022-06-26,60574,1.28
India,2022-06-27,13924,0.29
India,2022-06-28,75220,1.59
India,2022-06-29,62617,1.33
India,2022-06-30,58739,1.24
India,2022-07-01,45234,0.96
India,2022-07-02,16382,0.35
India,2022-07-03,78494,1.66
India,2022-07-04,41209,0.87
India,2022-07-05,41698,0.88
India,2022-07-06,30471,0.64
India,2022-07-07,76300,1.61
India,2022-07-08,17950,0.38
India,2022-07-09,53713,1.14
India,2022-07-10,94809,2.01
India,2022-07-11,41250,0.87
India,2022-07-12,79060,1.67
India,2022-07-13,54097,1.14
India,2022-07-14,52947,1.12
India,2022-07-15,-4622207,-97.81
India,2022-07-16,49453,1.05
India,2022-07-18,46447,0.98
India,2022-07-19,58946,1.25
India,2022-07-20,56046,1.19
India,2022-07-21,58723,1.24
India,2022-07-22,82239,1.74
India,2022-07-23,50915,1.08
India,2022-07-24,57307,1.21
India,2022-07-25,33056,0.7
India,2022-07-26,51377,1.09
India,2022-07-27,53799,1.14
India,2022-07-28,71085,1.5
India,2022-07-29,23823,0.5
India,2022-07-30,41521,0.88
India,2022-07-31,86405,1.83
India,2022-08-01,27593,0.58
India,2022-08-02,76961,1.63
India,2022-08-03,15723,0.33
India,2022-08-04,80050,1.69
India,2022-08-05,21303,0.45
India,2022-08-06,54096,1.14
India,2022-08-07,89816,1.9
India,2022-08-08,38119,0.81
India,2022-08-09,46646,0.99
India,2022-08-10,42973,0.91
India,2022-08-11,44112,0.93
India,2022-08-12,47411,1.0
India,2022-08-13,36779,0.78
India,2022-08-14,33533,0.71
India,2022-08-15,14793,0.31
India,2022-08-16,-201,-0.0
India,2022-08-17,77314,1.64
India,2022-08-18,38763,0.82
India,2022-08-19,32528,0.69
India,2022-08-20,43797,0.93
India,2022-08-21,-13169,-0.28
India,2022-08-22,55566,1.18
India,2022-08-23,19958,0.42
India,2022-08-24,58257,1.23
India,2022-08-25,29472,0.62
India,2022-08-26,26785,0.57
India,2022-08-27,40591,0.86
India,2022-08-28,9920,0.21
India,2022-08-29,21011,0.44
India,2022-08-30,4413,0.09
India,2022-08-31,39223,0.83
India,2022-09-01,19582,0.41
India,2022-09-02,16523,0.35
India,2022-09-03,23452,0.5
India,2022-09-04,16320,0.35
India,2022-09-05,18338,0.39
India,2022-09-06,14688,0.31
India,2022-09-07,18186,0.38
India,2022-09-08,18959,0.4
India,2022-09-09,16774,0.35
India,2022-09-10,16121,0.34
India,2022-09-11,14810,0.31
India,2022-09-12,17876,0.38
India,2022-09-13,34220,0.72
India,2022-09-14,41909,0.89
Philippines,2020-01-02,0,0.0
Philippines,2020-01-03,0,0.0
Philippines,2020-01-04,0,0.0
Philippines,2020-01-05,0,0.0
Philippines,2020-01-06,0,0.0
Philippines,2020-01-07,0,0.0
Philippines,2020-01-08,0,0.0
Philippines,2020-01-09,0,0.0
Philippines,2020-01-10,0,0.0
Philippines,2020-01-11,0,0.0
Philippines,2020-01-12,0,0.0
Philippines,2020-01-13,0,0.0
Philippines,2020-01-14,0,0.0
Philippines,2020-01-15,0,0.0
Philippines,2020-01-16,0,0.0
Philippines,2020-01-17,0,0.0
Philippines,2020-01-18,0,0.0
Philippines,2020-01-19,0,0.0
Philippines,2020-01-20,0,0.0
Philippines,2020-01-21,0,0.0
Philippines,2020-01-22,0,0.0
Philippines,2020-01-23,3,0.0
Philippines,2020-01-24,0,0.0
Philippines,2020-01-25,0,0.0
Philippines,2020-01-26,0,0.0
Philippines,2020-01-27,0,0.0
Philippines,2020-01-28,0,0.0
Philippines,2020-01-29,0,0.0
Philippines,2020-01-30,3,0.0
Philippines,2020-01-31,0,0.0
Philippines,2020-02-01,0,0.0
Philippines,2020-02-02,1,0.0
Philippines,2020-02-03,3,0.0
Philippines,2020-02-04,0,0.0
Philippines,2020-02-05,1,0.0
Philippines,2020-02-06,0,0.0
Philippines,2020-02-07,0,0.0
Philippines,2020-02-08,0,0.0
Philippines,2020-02-09,0,0.0
Philippines,2020-02-10,0,0.0
Philippines,2020-02-11,0,0.0
Philippines,2020-02-12,0,0.0
Philippines,2020-02-13,0,0.0
Philippines,2020-02-14,0,0.0
Philippines,2020-02-15,0,0.0
Philippines,2020-02-16,0,0.0
Philippines,2020-02-17,0,0.0
Philippines,2020-02-18,0,0.0
Philippines,2020-02-19,0,0.0
Philippines,2020-02-20,0,0.0
Philippines,2020-02-21,0,0.0
Philippines,2020-02-22,0,0.0
Philippines,2020-02-23,0,0.0
Philippines,2020-02-24,0,0.0
Philippines,2020-02-25,0,0.0
Philippines,2020-02-26,0,0.0
Philippines,2020-02-27,0,0.0
Philippines,2020-02-28,0,0.0
Philippines,2020-02-29,0,0.0
Philippines,2020-03-01,3,0.0
Philippines,2020-03-02,3,0.0
Philippines,2020-03-03,3,0.0
Philippines,2020-03-04,0,0.0
Philippines,2020-03-05,9,0.01
Philippines,2020-03-06,45,0.07
Philippines,2020-03-07,116,0.17
Philippines,2020-03-08,526,0.79
Philippines,2020-03-09,1197,1.79
Philippines,2020-03-10,862,1.29
Philippines,2020-03-11,1159,1.74
Philippines,2020-03-12,1132,1.7
Philippines,2020-03-13,185,0.28
Philippines,2020-03-14,349,0.52
Philippines,2020-03-15,299,0.45
Philippines,2020-03-16,282,0.42
Philippines,2020-03-17,345,0.52
Philippines,2020-03-18,331,0.5
Philippines,2020-03-19,369,0.55
Philippines,2020-03-20,365,0.55
Philippines,2020-03-21,392,0.59
Philippines,2020-03-22,397,0.59
Philippines,2020-03-23,530,0.79
Philippines,2020-03-24,537,0.8
Philippines,2020-03-25,518,0.78
Philippines,2020-03-26,483,0.72
Philippines,2020-03-27,625,0.94
Philippines,2020-03-28,725,1.09
Philippines,2020-03-29,712,1.07
Philippines,2020-03-30,505,0.76
Philippines,2020-03-31,948,1.42
Philippines,2020-04-01,712,1.07
Philippines,2020-04-02,873,1.31
Philippines,2020-04-03,665,1.0
Philippines,2020-04-04,400,0.6
Philippines,2020-04-05,434,0.65
Philippines,2020-04-06,996,1.49
Philippines,2020-04-07,620,0.93
Philippines,2020-04-08,1051,1.57
Philippines,2020-04-09,1989,2.98
Philippines,2020-04-10,1128,1.69
Philippines,2020-04-11,2012,3.01
Philippines,2020-04-12,1656,2.48
Philippines,2020-04-13,928,1.39
Philippines,2020-04-14,777,1.16
Philippines,2020-04-15,863,1.29
Philippines,2020-04-16,812,1.22
Philippines,2020-04-17,653,0.98
Philippines,2020-04-18,488,0.73
Philippines,2020-04-19,376,0.56
Philippines,2020-04-20,1007,1.51
Philippines,2020-04-21,500,0.75
Philippines,2020-04-22,771,1.16
Philippines,2020-04-23,778,1.17
Philippines,2020-04-24,943,1.41
Philippines,2020-04-25,554,0.83
Philippines,2020-04-26,603,0.9
Philippines,2020-04-27,908,1.36
Philippines,2020-04-28,1068,1.6
Philippines,2020-04-29,1089,1.63
Philippines,2020-04-30,2141,3.21
Philippines,2020-05-01,823,1.23
Philippines,2020-05-02,390,0.58
Philippines,2020-05-03,486,0.73
Philippines,2020-05-04,1095,1.64
Philippines,2020-05-05,904,1.35
Philippines,2020-05-06,1024,1.53
Philippines,2020-05-07,1197,1.79
Philippines,2020-05-08,1053,1.58
Philippines,2020-05-09,1244,1.86
Philippines,2020-05-10,1903,2.85
Philippines,2020-05-11,1967,2.95
Philippines,2020-05-12,1423,2.13
Philippines,2020-05-13,1013,1.52
Philippines,2020-05-14,1055,1.58
Philippines,2020-05-15,1028,1.54
Philippines,2020-05-16,547,0.82
Philippines,2020-05-17,530,0.79
Philippines,2020-05-18,999,1.5
Philippines,2020-05-19,1282,1.92
Philippines,2020-05-20,1555,2.33
Philippines,2020-05-21,1035,1.55
Philippines,2020-05-22,1078,1.62
Philippines,2020-05-23,867,1.3
Philippines,2020-05-24,616,0.92
Philippines,2020-05-25,923,1.38
Philippines,2020-05-26,1255,1.88
Philippines,2020-05-27,1431,2.14
Philippines,2020-05-28,1484,2.22
Philippines,2020-05-29,1410,2.11
Philippines,2020-05-30,880,1.32
Philippines,2020-05-31,908,1.36
Philippines,2020-06-01,1263,1.89
Philippines,2020-06-02,1213,1.82
Philippines,2020-06-03,1580,2.37
Philippines,2020-06-04,1914,2.87
Philippines,2020-06-05,1774,2.66
Philippines,2020-06-06,1060,1.59
Philippines,2020-06-07,830,1.24
Philippines,2020-06-08,2551,3.82
Philippines,2020-06-09,2386,3.57
Philippines,2020-06-10,3357,5.03
Philippines,2020-06-11,3177,4.76
Philippines,2020-06-12,1645,2.46
Philippines,2020-06-13,1069,1.6
Philippines,2020-06-14,1164,1.74
Philippines,2020-06-15,2112,3.16
Philippines,2020-06-16,1882,2.82
Philippines,2020-06-17,2501,3.75
Philippines,2020-06-18,2317,3.47
Philippines,2020-06-19,2039,3.05
Philippines,2020-06-20,2188,3.28
Philippines,2020-06-21,1407,2.11
Philippines,2020-06-22,2605,3.9
Philippines,2020-06-23,2982,4.47
Philippines,2020-06-24,2986,4.47
Philippines,2020-06-25,3985,5.97
Philippines,2020-06-26,3425,5.13
Philippines,2020-06-27,2288,3.43
Philippines,2020-06-28,1910,2.86
Philippines,2020-06-29,5711,8.56
Philippines,2020-06-30,5441,8.15
Philippines,2020-07-01,5460,8.18
Philippines,2020-07-02,4682,7.01
Philippines,2020-07-03,5188,7.77
Philippines,2020-07-04,4151,6.22
Philippines,2020-07-05,3370,5.05
Philippines,2020-07-06,6308,9.45
Philippines,2020-07-07,6081,9.11
Philippines,2020-07-08,5853,8.77
Philippines,2020-07-09,7800,11.69
Philippines,2020-07-10,7344,11.0
Philippines,2020-07-11,5330,7.99
Philippines,2020-07-12,4751,7.12
Philippines,2020-07-13,5621,8.42
Philippines,2020-07-14,5598,8.39
Philippines,2020-07-15,6864,10.28
Philippines,2020-07-16,7788,11.67
Philippines,2020-07-17,8545,12.8
Philippines,2020-07-18,5056,7.57
Philippines,2020-07-19,3552,5.32
Philippines,2020-07-20,8535,12.79
Philippines,2020-07-21,9323,13.97
Philippines,2020-07-22,9469,14.19
Philippines,2020-07-23,10602,15.88
Philippines,2020-07-24,9974,14.94
Philippines,2020-07-25,6700,10.04
Philippines,2020-07-26,4216,6.32
Philippines,2020-07-27,11143,16.69
Philippines,2020-07-28,9824,14.72
Philippines,2020-07-29,8815,13.21
Philippines,2020-07-30,10577,15.85
Philippines,2020-07-31,8326,12.47
Philippines,2020-08-01,7606,11.4
Philippines,2020-08-02,5609,8.4
Philippines,2020-08-03,10866,16.28
Philippines,2020-08-04,12927,19.37
Philippines,2020-08-05,10320,15.46
Philippines,2020-08-06,11123,16.66
Philippines,2020-08-07,11298,16.93
Philippines,2020-08-08,8506,12.74
Philippines,2020-08-09,7068,10.59
Philippines,2020-08-10,17460,26.16
Philippines,2020-08-11,11971,17.94
Philippines,2020-08-12,13460,20.17
Philippines,2020-08-13,11198,16.78
Philippines,2020-08-14,14309,21.44
Philippines,2020-08-15,8518,12.76
Philippines,2020-08-16,6373,9.55
Philippines,2020-08-17,12722,19.06
Philippines,2020-08-18,12098,18.13
Philippines,2020-08-19,12590,18.86
Philippines,2020-08-20,12141,18.19
Philippines,2020-08-21,10719,16.06
Philippines,2020-08-22,8959,13.42
Philippines,2020-08-23,5270,7.9
Philippines,2020-08-24,13684,20.5
Philippines,2020-08-25,10992,16.47
Philippines,2020-08-26,12948,19.4
Philippines,2020-08-27,11442,17.14
Philippines,2020-08-28,10915,16.35
Philippines,2020-08-29,8193,12.27
Philippines,2020-08-30,6908,10.35
Philippines,2020-08-31,8134,12.19
Philippines,2020-09-01,11384,17.06
Philippines,2020-09-02,10493,15.72
Philippines,2020-09-03,10446,15.65
Philippines,2020-09-04,11675,17.49
Philippines,2020-09-05,6263,9.38
Philippines,2020-09-06,5377,8.06
Philippines,2020-09-07,7706,11.55
Philippines,2020-09-08,10460,15.67
Philippines,2020-09-09,10781,16.15
Philippines,2020-09-10,10904,16.34
Philippines,2020-09-11,9557,14.32
Philippines,2020-09-12,9013,13.5
Philippines,2020-09-13,6256,9.37
Philippines,2020-09-14,11653,17.46
Philippines,2020-09-15,11296,16.92
Philippines,2020-09-16,10318,15.46
Philippines,2020-09-17,10048,15.05
Philippines,2020-09-18,9491,14.22
Philippines,2020-09-19,7551,11.31
Philippines,2020-09-20,5455,8.17
Philippines,2020-09-21,9072,13.59
Philippines,2020-09-22,7501,11.24
Philippines,2020-09-23,8530,12.78
Philippines,2020-09-24,7465,11.18
Philippines,2020-09-25,8120,12.17
Philippines,2020-09-26,5334,7.99
Philippines,2020-09-27,4674,7.0
Philippines,2020-09-28,8752,13.11
Philippines,2020-09-29,7613,11.41
Philippines,2020-09-30,8164,12.23
Philippines,2020-10-01,8002,11.99
Philippines,2020-10-02,6820,10.22
Philippines,2020-10-03,5753,8.62
Philippines,2020-10-04,5095,7.63
Philippines,2020-10-05,8051,12.06
Philippines,2020-10-06,7760,11.63
Philippines,2020-10-07,8305,12.44
Philippines,2020-10-08,7005,10.5
Philippines,2020-10-09,7819,11.71
Philippines,2020-10-10,5136,7.69
Philippines,2020-10-11,5023,7.53
Philippines,2020-10-12,9247,13.85
Philippines,2020-10-13,6915,10.36
Philippines,2020-10-14,5964,8.94
Philippines,2020-10-15,6351,9.52
Philippines,2020-10-16,6561,9.83
Philippines,2020-10-17,4578,6.86
Philippines,2020-10-18,3650,5.47
Philippines,2020-10-19,7304,10.94
Philippines,2020-10-20,6263,9.38
Philippines,2020-10-21,5463,8.18
Philippines,2020-10-22,5726,8.58
Philippines,2020-10-23,5583,8.36
Philippines,2020-10-24,4246,6.36
Philippines,2020-10-25,3362,5.04
Philippines,2020-10-26,5461,8.18
Philippines,2020-10-27,5354,8.02
Philippines,2020-10-28,6198,9.29
Philippines,2020-10-29,5907,8.85
Philippines,2020-10-30,6501,9.74
Philippines,2020-10-31,3659,5.48
Philippines,2020-11-01,3106,4.65
Philippines,2020-11-02,4773,7.15
Philippines,2020-11-03,6983,10.46
Philippines,2020-11-04,4936,7.4
Philippines,2020-11-05,5875,8.8
Philippines,2020-11-06,6247,9.36
Philippines,2020-11-07,4191,6.28
Philippines,2020-11-08,3962,5.94
Philippines,2020-11-09,6776,10.15
Philippines,2020-11-10,5499,8.24
Philippines,2020-11-11,5179,7.76
Philippines,2020-11-12,4024,6.03
Philippines,2020-11-13,4615,6.91
Philippines,2020-11-14,3572,5.35
Philippines,2020-11-15,2968,4.45
Philippines,2020-11-16,5943,8.9
Philippines,2020-11-17,4529,6.79
Philippines,2020-11-18,4862,7.28
Philippines,2020-11-19,4570,6.85
Philippines,2020-11-20,4598,6.89
Philippines,2020-11-21,3198,4.79
Philippines,2020-11-22,2989,4.48
Philippines,2020-11-23,5466,8.19
Philippines,2020-11-24,4782,7.16
Philippines,2020-11-25,4680,7.01
Philippines,2020-11-26,4754,7.12
Philippines,2020-11-27,4806,7.2
Philippines,2020-11-28,3409,5.11
Philippines,2020-11-29,2864,4.29
Philippines,2020-11-30,3401,5.1
Philippines,2020-12-01,5154,7.72
Philippines,2020-12-02,4714,7.06
Philippines,2020-12-03,4781,7.16
Philippines,2020-12-04,4743,7.11
Philippines,2020-12-05,3333,4.99
Philippines,2020-12-06,2750,4.12
Philippines,2020-12-07,5413,8.11
Philippines,2020-12-08,3375,5.06
Philippines,2020-12-09,4759,7.13
Philippines,2020-12-10,4533,6.79
Philippines,2020-12-11,4456,6.68
Philippines,2020-12-12,3336,5.0
Philippines,2020-12-13,2096,3.14
Philippines,2020-12-14,5454,8.17
Philippines,2020-12-15,4703,7.05
Philippines,2020-12-16,4735,7.09
Philippines,2020-12-17,4719,7.07
Philippines,2020-12-18,5080,7.61
Philippines,2020-12-19,3411,5.11
Philippines,2020-12-20,3183,4.77
Philippines,2020-12-21,6378,9.56
Philippines,2020-12-22,4505,6.75
Philippines,2020-12-23,3675,5.51
Philippines,2020-12-24,2634,3.95
Philippines,2020-12-25,2226,3.34
Philippines,2020-12-26,3496,5.24
Philippines,2020-12-27,2381,3.57
Philippines,2020-12-28,5609,8.4
Philippines,2020-12-29,4434,6.64
Philippines,2020-12-30,3050,4.57
Philippines,2020-12-31,2748,4.12
Philippines,2021-01-01,2711,4.06
Philippines,2021-01-02,3756,5.63
Philippines,2021-01-03,3665,5.49
Philippines,2021-01-04,6801,10.19
Philippines,2021-01-05,7559,11.33
Philippines,2021-01-06,8695,13.03
Philippines,2021-01-07,9097,13.63
Philippines,2021-01-08,8425,12.62
Philippines,2021-01-09,3975,5.96
Philippines,2021-01-10,3453,5.17
Philippines,2021-01-11,6867,10.29
Philippines,2021-01-12,5761,8.63
Philippines,2021-01-13,5405,8.1
Philippines,2021-01-14,5990,8.97
Philippines,2021-01-15,6219,9.32
Philippines,2021-01-16,3911,5.86
Philippines,2021-01-17,3005,4.5
Philippines,2021-01-18,7402,11.09
Philippines,2021-01-19,5423,8.12
Philippines,2021-01-20,5301,7.94
Philippines,2021-01-21,5752,8.62
Philippines,2021-01-22,5911,8.86
Philippines,2021-01-23,3609,5.41
Philippines,2021-01-24,3463,5.19
Philippines,2021-01-25,6155,9.22
Philippines,2021-01-26,5653,8.47
Philippines,2021-01-27,6212,9.31
Philippines,2021-01-28,5137,7.7
Philippines,2021-01-29,5761,8.63
Philippines,2021-01-30,3890,5.83
Philippines,2021-01-31,3431,5.14
Philippines,2021-02-01,6237,9.34
Philippines,2021-02-02,5296,7.93
Philippines,2021-02-03,5752,8.62
Philippines,2021-02-04,6181,9.26
Philippines,2021-02-05,7327,10.98
Philippines,2021-02-06,7109,10.65
Philippines,2021-02-07,6907,10.35
Philippines,2021-02-08,11773,17.64
Philippines,2021-02-09,4732,7.09
Philippines,2021-02-10,5278,7.91
Philippines,2021-02-11,5747,8.61
Philippines,2021-02-12,4494,6.73
Philippines,2021-02-13,3663,5.49
Philippines,2021-02-14,3208,4.81
Philippines,2021-02-15,6473,9.7
Philippines,2021-02-16,5315,7.96
Philippines,2021-02-17,5249,7.86
Philippines,2021-02-18,6021,9.02
Philippines,2021-02-19,6192,9.28
